name,stars,price,description,city,country,ratingValue,ratingCount
"Evergreen Laurel Hotel, Shanghai",4.0,219 USD,"Located in the shopping Pudong district, within 2.3 miles of Shanghai New International Expo Center, the 4-star Evergreen Laurel Hotel, offers access to a hot tub and sauna facilities.",Shanghai,China,8.6,22.0
Bellagio By Mgm Shanghai - On The Bund,5.0,338 USD,"Offering 162 rooms with views of the city, the Bellagio Shanghai is set in an entertainment neighbourhood, about 1.4 miles from The Ritz-Carlton Spa.",Shanghai,China,8.4,9.0
Pullman Shanghai South,5.0,97 USD,"Located in a shopping area and 1.6 miles from Shanghai Stadium, as well as within a stroll of a railroad station, the non-smoking Pullman Shanghai South offers aerobics classes, massage therapy and entertainment activities.",Shanghai,China,8.2,16.0
Jinqiao Yachts Hotel,4.0,73 USD,"Situated in the very heart of Shanghai and 15 minutes' drive from Shanghai New International Expo Center, the Jinqiao Yachts offers 125 rooms.",Shanghai,China,7.6,6.0
Ssaw Boutique Hotel Shanghai Bund,4.0,87 USD,"Located 0.2 miles from The Bund City Sculptures, the 4-star Ssaw Boutique Hotel Shanghai Bund Shanghai features fitness classes and massage therapy as well as offers a buffet breakfast.",Shanghai,China,8.4,652.0
Hyatt Centric Zhongshan Park Shanghai,5.0,159 USD,Changfeng Ocean World is 1.4 miles from the lovely 4-star Pentahotel Shanghai and Jade Buddha Temple is around 2 miles away.,Shanghai,China,8.4,176.0
Royal International Hotel Shanghai - Pudong International Airport,5.0,80 USD,"Offering a prime location within 0.4 miles of Chuansha Ancient City Wall, the non-smoking Royal International Hotel Shanghai - Pudong International Airport holds a total of 194 rooms and boasts massage therapy and entertainment activities.",Shanghai,China,8.2,239.0
"Four Points By Sheraton Shanghai, Pudong",4.0,59 USD,"The luxurious Four Points By Sheraton Shanghai, Pudong offers 316 spacious rooms with private bathrooms, 1.4 miles from Shanghai Science and Technology Museum.",Shanghai,China,8.2,94.0
Parkline Century Park Hotel Shanghai,5.0,160 USD,"Boasting a sauna and an indoor pool plus a lounge bar, the business Parkline Century Park Hotel is set a 10-minute walk from Middle Yanggao Road subway station.",Shanghai,China,8.0,64.0
"Intercontinental Shanghai Ruijin, An Ihg Hotel - Downtown Historic Iconic Garden Hotel",5.0,146 USD,"Within 09 miles of Shikumen Museum, the 5-star Intercontinental Shanghai Ruijin, An Ihg offers sauna facilities, an indoor pool and locker rooms on-site and 216 rooms.",Shanghai,China,8.4,51.0
"Crowne Plaza Shanghai Pudong, An Ihg Hotel",5.0,96 USD,"Located 22 miles from Shanghai Pudong International airport, the Crowne Plaza Shanghai Pudong, An Ihg features a cash machine and bureau de change for guests' comfort.",Shanghai,China,8.2,50.0
W Shanghai - The Bund,5.0,293 USD,"Located 0.9 miles from 1933 Old Millfun, the 5-star W Shanghai - The Bund features fitness classes and entertainment activities for guests' convenience.",Shanghai,China,8.4,42.0
Anting Villa Hotel,4.0,102 USD,"Set just a short stroll from a subway station in a shopping neighbourhood, the 4-star Anting Villa includes 166 rooms as well as fitness classes, massage therapy and karaoke.",Shanghai,China,8.4,78.0
"Jing An Shangri-La, Shanghai",5.0,213 USD,"Boasting prime location in a central district, the 59-story Jing An Shangri-La, offers to try French dishes and enjoy time by an indoor pool.",Shanghai,China,8.2,37.0
"The Hongta Hotel, A Luxury Collection Hotel, Shanghai",5.0,112 USD,"The unique Hongta Hotel, A Luxury Collection Hotel, Shanghai features an indoor swimming pool along with a hot tub, sauna facilities and an indoor pool in the business district of Shanghai.",Shanghai,China,8.6,68.0
Holiday Inn Downtown,4.0,72 USD,The Holiday Inn Downtown Shanghai is placed 0.2 miles from M97 Gallery and right next to a railroad station.,Shanghai,China,8.0,57.0
Okura Garden Hotel Shanghai,5.0,128 USD,"Offering a sky bar and a hot tub, sauna facilities and locker rooms, the 31-story luxury Okura Garden Hotel Shanghai is nestled near a metro station.",Shanghai,China,8.2,135.0
Dorsett Shanghai,4.0,74 USD,The comfortable 4-star Dorsett Shanghai features gorgeous views of Century Park and boasts a quiet location in the Pudong district of Shanghai.,Shanghai,China,8.4,361.0
Shanghai Hengshan Moller Villa Hotel,4.0,101 USD,"Located in the Downtown Shanghai district of Shanghai and about 2 miles from Yu Garden, as well as near a subway station, the luxury Hengshan Moller Villa Shanghai offers fitness classes and massage therapy.",Shanghai,China,8.0,109.0
Shanghai Marriott Hotel Parkview,5.0,127 USD,"While staying at the 5-star luxury Marriott Hotel Parkview, which is located in the shopping district of Shanghai, you can enjoy the lounge bar and an indoor pool.",Shanghai,China,8.6,32.0
Regal Shanghai East Asia Hotel,4.0,59 USD,Longhua Temple and Saint Ignatius Cathedral are located 1 miles and 1.2 miles from the Regal Shanghai East Asia respectively.,Shanghai,China,7.6,53.0
Wyndham Grand Plaza Royale Oriental Shanghai,5.0,503 USD,"Situated in an entertainment area, the luxury Wyndham Grand Plaza Royale Oriental Shanghai overlooks the city and features an indoor pool.",Shanghai,China,8.0,55.0
"Holiday Inn Express Zhabei Shanghai, An Ihg Hotel",3.0,31 USD,"Offering 472 rooms with views of the business center, the modern Holiday Inn Express Zhabei Shanghai, An Ihg is set in the Jing'an district of Shanghai, 1.8 miles from Jing'an Sculputure Park.",Shanghai,China,8.2,329.0
"Holiday Inn Shanghai Nanjing Road, An Ihg Hotel",5.0,105 USD,"The comfortable 5-star Holiday Inn Shanghai Nanjing Road, An Ihg is nestled in the very heart of a financial area, 14 minutes' drive from Shanghai Hongqiao International airport.",Shanghai,China,8.6,588.0
Urbn Boutique Shanghai,4.0,107 USD,"Providing access to Jing'an Temple, the modern Urbn Boutique is merely 0.6 miles from Shanghai Exhibition Center and offers an à la carte restaurant.",Shanghai,China,8.4,84.0
Central Hotel Shanghai,4.0,96 USD,"Offering massage therapy, karaoke and billiard, the 4-star Shanghai Shanghai is 10 minutes by car from Souvenir shopping as well as within 0.5 miles of People's Square.",Shanghai,China,8.4,318.0
The Kunlun Jing An,5.0,100 USD,"Featuring 786 rooms with views of the city, the comfortable Kunlun Jing An Shanghai is set within a 10-minute drive of Jade Buddha Temple.",Shanghai,China,8.4,243.0
Merry Hotel Shanghai,4.0,69 USD,"Offering 249 rooms as well as a hot tub and sauna facilities, the 4-star Merry Hotel is set merely 5 minutes' walk from Jing'an Temple and about a 10-minute walk from Jiangsu Road subway station.",Shanghai,China,8.0,92.0
,,,,,,,
W Barcelona,5.0,344 USD,"Enjoying a great location in an old neighbourhood, the 5-star W includes 473 rooms with panoramic views of the area.",Barcelona,Spain,8.6,1232.0
Majestic Hotel & Spa Barcelona Gl,5.0,201 USD,"The classic 5-star Majestic Hotel & Spa Barcelona Gl Barcelona, located around 2 miles from Camp Nou, boasts an outdoor swimming pool along with steam baths, a hot tub and sauna facilities.",Barcelona,Spain,8.4,552.0
Hotel Arts Barcelona,5.0,54 USD,"Featuring a swimming pool together with a hot tub, sauna facilities and an outdoor swimming pool, the luxury Arts is located 500 feet from Ciutadella Park and a 5-minute drive from Arco de Triunfo de Barcelona.",Barcelona,Spain,8.4,614.0
Hilton Barcelona,4.0,213 USD,"While staying at the stylish Hilton you are invited to discover Casa Mila, set about 1.7 miles away, or Parc Guell, which is about 2 miles away.",Barcelona,Spain,8.2,354.0
"Grand Hotel Central, Small Luxury Hotels",5.0,436 USD,"Boasting views of the city walls, along with fitness classes and hammam, the 5-star designer Grand Hotel Central, Small Luxury Hotels Barcelona is set near a railroad station.",Barcelona,Spain,8.6,825.0
Colon Hotel Barcelona,4.0,346 USD,"Situated 8 minutes by foot from Las Ramblas, the 4-star Colon Hotel Barcelona features 137 rooms with private bathrooms.",Barcelona,Spain,8.6,814.0
Hotel 1898,4.0,285 USD,"Boasting a prime location 5 minutes by foot from Liceu subway station, the 4-star 1898 offers views of the city and a hot tub, sauna facilities and an outdoor swimming pool.",Barcelona,Spain,8.6,982.0
Renaissance Barcelona Hotel,5.0,343 USD,"While staying at the perfect Renaissance Barcelona, which is located in the Eixample district, you can enjoy the lounge bar and the outdoor swimming pool.",Barcelona,Spain,8.2,183.0
Hotel El Palace Barcelona,5.0,584 USD,"Set a few feet from a metro station in the Eixample district, the 5-star luxurious El Palace includes 120 rooms as well as fitness classes and spa therapy.",Barcelona,Spain,8.6,632.0
Le Meridien Barcelona,5.0,440 USD,"Offering a cocktail bar onsite, along with a solarium, a hot tub and sauna facilities, the comfortable 5-star Le Meridien Barcelona boasts a location in the cosmopolitan Ciutat Vella district.",Barcelona,Spain,8.2,219.0
Barcelo Sants,4.0,186 USD,"Boasting a solarium and sauna facilities, the 4-star Barcelo Sants Barcelona is situated approximately a 5-minute walk from The Dragon and with direct access to a train station.",Barcelona,Spain,8.6,1041.0
"Claris Hotel & Spa Gl, A Small Luxury Hotel Of The World",5.0,352 USD,"Located within 850 feet of Passeig de Gracia subway station and about a 5-minute stroll from Fundacio Antoni Tapies, the 5-star designer Claris Hotel & Spa Gl, A Small Luxury Hotel Of The World boasts a solarium, sauna facilities and an outdoor swimming pool.",Barcelona,Spain,8.4,626.0
Condes De Barcelona,4.0,306 USD,The perfect 4-star Condes De is right at Casa Batllo and has sauna facilities and an outdoor swimming pool.,Barcelona,Spain,8.4,664.0
Seventy Barcelona,4.0,377 USD,"Set 5 minutes by foot from Casa Mila in the Eixample district of Barcelona, the 4-star Seventy features an outdoor swimming pool.",Barcelona,Spain,8.4,272.0
Ohla Barcelona,5.0,416 USD,"Located in the very heart of Barcelona, a mere 10 minutes by foot from Mercado de La Boqueria, the Ohla features a solarium, sauna facilities and an outdoor swimming pool.",Barcelona,Spain,8.6,1069.0
"Intercontinental Barcelona, An Ihg Hotel",5.0,120 USD,"Located within a 10-minute drive of Camp Nou, the elegant Intercontinental Barcelona, An Ihg includes a traditional Hammam, a dry sauna and a hot tub along with Catalan cuisine.",Barcelona,Spain,8.6,715.0
Nobu Hotel Barcelona,5.0,416 USD,"A snack bar as well as an à la carte restaurant are on the premises of the Nobu Hotel, set 0.2 miles from Venus moderna and just 650 feet from Barcelona Sants railway subway station.",Barcelona,Spain,8.4,224.0
Hotel Neri - Relais & Chateaux,5.0,262 USD,"While staying at the classic Neri - Relais & Chateaux Barcelona, which is located in the old district of Barcelona, you can enjoy the terrace bar and the outdoor swimming pool.",Barcelona,Spain,8.2,169.0
Almanac Barcelona,5.0,420 USD,"Located approximately 6 minutes' stroll from Passeig de Gracia, the Almanac boasts a traditional Hammam, sauna facilities and an outdoor swimming pool, plus has 91 rooms to offer in the very heart of the city.",Barcelona,Spain,8.4,185.0
"Hotel Sofia Barcelona, In The Unbound Collection By Hyatt",5.0,251 USD,"The 5-star luxury Sofia Barcelona, In The Unbound Collection By Hyatt is located within 2.6 miles of Placa de Catalunya and near a subway station.",Barcelona,Spain,8.4,857.0
"Mandarin Oriental, Barcelona",5.0,1054 USD,"Featuring an indoor pool along with Turkish steam bath, a solarium and a hot tub on site, the luxurious Mandarin Oriental Barcelona is nestled in a shopping area.",Barcelona,Spain,8.4,177.0
Hotel Jazz,3.0,247 USD,"Boasting a location about 5 minutes' stroll from Placa de Catalunya and near a metro station, the stylish Jazz Barcelona offers enjoyable facilities such as a solarium and an outdoor swimming pool.",Barcelona,Spain,8.6,899.0
Monument Hotel,5.0,1669 USD,"Set in the Eixample district, the perfect Monument features fitness classes, various recreational opportunities and entertainment activities.",Barcelona,Spain,8.2,224.0
Barcelona Princess,4.0,182 USD,"Offering a hydromassage shower, sauna facilities and an outdoor swimming pool together with a swimming pool, the contemporary Princess Barcelona near a bus stop is set in the Sant Marti district.",Barcelona,Spain,8.6,2047.0
Barcelo Raval,4.0,215 USD,"Featuring 186 rooms with views of the pool, the 4-star luxury Barcelo Raval, a 25-minute walk from Casa Batllo, provides guests with steam baths, a plunge pool and a solarium.",Barcelona,Spain,8.4,1010.0
Hotel Granvia,3.0,104 USD,"Set 9 minutes' stroll from Palau de la Musica Catalana, the 3-star Granvia Barcelona features 53 rooms with private bathrooms.",Barcelona,Spain,8.6,877.0
Hotel Casa Fuster G.L Monumento,5.0,561 USD,"Located 8 minutes by foot from Casa Batllo and near a subway station, the modern Casa Fuster G.L Monumento Barcelona offers fitness classes and sun loungers along with Mediterranean dishes.",Barcelona,Spain,8.4,562.0
Hilton Diagonal Mar Barcelona,4.0,204 USD,"The eco-friendly Hilton Diagonal Mar is situated a few feet away from the shopping district of Barcelona, around 5 minutes' stroll from Edificio Telefonica Diagonal.",Barcelona,Spain,8.2,498.0
Melia Barcelona Sarria,5.0,248 USD,"Nestled in a cultural district, the 5-star luxury Melia Barcelona Sarria overlooks the city and has a Jacuzzi, a hot tub and sauna facilities.",Barcelona,Spain,8.4,491.0
Sercotel Hotel Rosellon,4.0,232 USD,The 4-star designer Sercotel Hotel Rosellon features 148 rooms only 6 minutes' stroll from Jardins d'Antoni Puigvert and less than 10 minutes' stroll from La Sagrada Familia.,Barcelona,Spain,8.6,2246.0
Melia Barcelona Sky 4* Sup,4.0,237 USD,"An outdoor swimming pool as well as spa therapy and loungers are provided at the 4-star Melia Barcelona Sky 4* Sup, which is located in a shopping area, a 6-minute walk from Centro Civico Can Felipa.",Barcelona,Spain,8.2,384.0
Serras Barcelona,5.0,561 USD,"The 5-star boutique Serras Barcelona features 28 fashionable rooms along with a swimming pool, boasting a setting within 5 minutes' walk of Jaume I tube station.",Barcelona,Spain,8.2,186.0
H10 Cubik 4* Sup,4.0,25 USD,"Approximately 13 miles from Barcelona-El Prat airport, the 4-star H10 Cubik 4* Sup offers a solarium and an outdoor swimming pool.",Barcelona,Spain,8.4,344.0
The One Barcelona Gl,5.0,338 USD,"Situated in a central area of Barcelona, the 5-star luxury One Barcelona Gl features fitness classes, facials and loungers.",Barcelona,Spain,8.2,284.0
Me Barcelona,5.0,674 USD,"The surrounding area includes Placa de Catalunya, 900 feet away, and Urquinaona subway station within 900 feet of the 5-star Me Barcelona.",Barcelona,Spain,8.4,169.0
Gaudi Hotel,3.0,132 USD,"Comprising 80 rooms in the heart of Barcelona, the 3-star Gaudi lies 25 minutes' walk from Fundacio Joan Miro.",Barcelona,Spain,8.6,1612.0
Mercer Hotel Barcelona,5.0,451 USD,"8 minutes by foot from Palau de la Musica Catalana and approximately 0.3 miles from European Museum of Modern Art, the 5-star Mercer Hotel features a swimming pool along with a pool bar.",Barcelona,Spain,8.2,145.0
Barcelona Hotel Colonial,4.0,250 USD,"Situated within 850 feet of Basilica de Santa Maria del Mar, the elegant 4-star Hotel Colonial features 81 rooms with private bathrooms.",Barcelona,Spain,8.4,570.0
Catalonia Barcelona Plaza,4.0,195 USD,"Featuring a rooftop swimming pool as well as sauna facilities and an outdoor swimming pool, the 4-star Catalonia Barcelona Plaza Barcelona is 10 minutes by foot from Espanya subway station, while The Magic Fountain is an 8-minute stroll away.",Barcelona,Spain,8.6,1851.0
Hotel Pulitzer Barcelona,4.0,531 USD,"Near the elegant 4-star Pulitzer, there is a subway station and guests can easily reach Placa de Catalunya which is within 800 feet of from the elegant 4-star Pulitzer.",Barcelona,Spain,8.6,967.0
Hotel Casa Bonay,4.0,317 USD,"Opened in 1869, the Casa Bonay Barcelona welcomes guests in the Eixample district, boasting a central position near a metro station.",Barcelona,Spain,8.2,236.0
Boutique Hotel H10 Montcada,4.0,123 USD,"Placed 10 minutes' stroll from Mercado de La Boqueria in a business area, the perfect 4-star Boutique Hotel H10 Montcada offers a solarium, a Jacuzzi and sauna facilities onsite.",Barcelona,Spain,8.4,561.0
Hotel Espana Ramblas,4.0,108 USD,"Offering a seasonal outdoor swimming pool, the 4-star Espana Ramblas is located in the old part of Barcelona, approximately 1.4 miles from Ciutadella Park.",Barcelona,Spain,8.6,794.0
Duquesa De Cardona Hotel 4 Sup By Duquessa Hotel Collection,4.0,660 USD,"Located 8 minutes by foot from Basilica de Santa Maria del Mar, the comfortable Duquesa De Cardona 4* Sup Barcelona includes 66 rooms as well as a plunge pool and a solarium.",Barcelona,Spain,8.6,737.0
The Corner Hotel,4.0,207 USD,"Situated in the heart of Barcelona and approximately 2 miles from Camp Nou, the 4-star Corner offers 72 rooms.",Barcelona,Spain,8.4,288.0
Petit Palace Boqueria Garden,4.0,397 USD,A private location of the 4-star Petit Palace Boqueria Garden provides easy access to Casa Batllo within a 25-minute walk.,Barcelona,Spain,8.4,1046.0
Ac Hotel Barcelona Forum By Marriott,4.0,766 USD,"Including steam baths, a hot tub and sauna facilities, the charming 4-star Ac Hotel Barcelona Forum By Marriott Barcelona offers an outdoor swimming pool and boasts a location in the Sant Marti district of Barcelona just 5 minutes' stroll from Diagonal Mar Centro Comercial.",Barcelona,Spain,8.4,584.0
Novotel Barcelona City,4.0,226 USD,"With views towards outdoor swimming pool, the 4-star Novotel Barcelona City provides guests with a Turkish bath, a traditional Hammam, and a plunge pool and is located a mere 6 minutes by foot from Placa de les Glories Catalanes.",Barcelona,Spain,8.4,685.0
Hotel Barcelona Universal,4.0,184 USD,"Set near a cable car station in the Ciutat Vella district of Barcelona, the 4-star Universal Barcelona offers a swimming pool along with a solarium and an outdoor swimming pool.",Barcelona,Spain,8.4,794.0
"Cotton House Hotel, Autograph Collection",5.0,470 USD,"Offering a swimming pool with views of city, the Cotton House Hotel, Autograph Collection is located in the Eixample district of Barcelona.",Barcelona,Spain,8.4,88.0
Gallery Hotel 4 Sup,4.0,290 USD,"Featuring fitness classes and steam baths, the excellent 4-star Gallery is just 6 minutes' walk from La Central as well as near a metro station.",Barcelona,Spain,8.6,544.0
El Avenida Palace,4.0,327 USD,"Boasting a prestigious location in a business district near a subway station, the 4-star historical El Avenida Palace Barcelona features fitness classes and various recreational opportunities on site.",Barcelona,Spain,8.4,1041.0
H10 Metropolitan 4* Sup,4.0,163 USD,The historical H10 Metropolitan 4* Sup enjoys an ideal location in the very heart of Barcelona and offers direct access to Passeig de Gracia.,Barcelona,Spain,8.4,379.0
"Kimpton Vividora Hotel, An Ihg Hotel",5.0,113 USD,"A treatment room and an outdoor swimming pool or a rooftop swimming pool will help to relax at the pet-friendly Kimpton Vividora, located just a short stroll from a subway station.",Barcelona,Spain,8.6,1317.0
Axel Hotel Barcelona - Adults Only,4.0,190 USD,"The 4-star smoke-free Axel Hotel Barcelona & Urban Spa- Adults Only is set 0.5 miles from Passeig de Gracia and offers a solarium, a Jacuzzi and sauna facilities.",Barcelona,Spain,8.4,1570.0
Innside By Melia Barcelona Apolo,4.0,407 USD,"Situated a 9-minute stroll from Columbus Monument, the 4-star eco-friendly Innside By Melia Barcelona Apolo features spa therapy and various recreational opportunities along with 314 rooms.",Barcelona,Spain,8.4,634.0
Hotel Miramar Barcelona Gl,5.0,265 USD,"Guests can enjoy an à la carte restaurant and fitness classes and spa therapy at the 5-star Miramar Barcelona Gl, set near a subway station.",Barcelona,Spain,8.4,654.0
Hotel Continental Barcelona,3.0,109 USD,"20 rooms and unique service are available at the Continental Barcelona, which is located close to a bus stop and 0.7 miles from Casa Mila.",Barcelona,Spain,8.4,629.0
Occidental Atenea Mar - Adults Only,4.0,183 USD,"Located in the Sant Marti district close to a bus stop, the 4-star eco-friendly Occidental Atenea Mar - Adults Only offers 191 rooms and a terrace bar.",Barcelona,Spain,8.4,763.0
Occidental Diagonal 414,4.0,352 USD,The Occidental Diagonal 414 features the outdoor swimming pool and 100 rooms facing the city.,Barcelona,Spain,8.4,238.0
Hotel Barcelona Catedral,4.0,144 USD,"Offering warm atmosphere, the 4-star Catedral Barcelona is set in the historical Ciutat Vella district and just 6 minutes by foot from Placa Sant Jaume.",Barcelona,Spain,8.6,1386.0
Nh Collection Barcelona Constanza,4.0,201 USD,"Offering a lobby area and a restaurant, the recently built Nh Collection Barcelona Constanza Barcelona lies in a financial area, within 2 miles of Gothic Quarter and around 25 minutes by foot from Casa Batllo.",Barcelona,Spain,8.6,778.0
"Hotel Bagues, A Small Luxury Hotel Of The World",5.0,193 USD,"Near a subway station in the Ciutat Vella district of Barcelona, the 5-star Bagues, A Small Luxury Hotel Of The World Barcelona offers fashionable rooms along with a plunge pool and a solarium.",Barcelona,Spain,8.2,275.0
"Hotel Indigo Barcelona - Plaza Catalunya 4Sup, An Ihg Hotel",4.0,158 USD,"Located in the Eixample district of Barcelona and around 7 minutes' stroll from Teatro Coliseum, as well as near a subway station, the designer Indigo Barcelona - Plaza Catalunya, An Ihg Barcelona offers fitness classes, spa therapy and various recreational opportunities.",Barcelona,Spain,8.4,829.0
H10 Marina Barcelona,4.0,213 USD,"Boasting a Spanish cuisine together with steam baths, a Jacuzzi and sauna facilities, the exquisite H10 Marina is located just a short stroll from a port.",Barcelona,Spain,8.4,938.0
Hotel Barcelona Center,4.0,235 USD,The quality Center is a perfect vacation spot approximately 1.5 miles from Basilica de Santa Maria del Mar and other Barcelona landmarks.,Barcelona,Spain,8.4,1103.0
Aparthotel Arai 4* Superior,4.0,124 USD,"The unique Aparthotel Arai 4* Superior Barcelona, set in the Ciutat Vella district, features sauna facilities and an outdoor swimming pool.",Barcelona,Spain,8.4,180.0
Royal Ramblas,4.0,268 USD,"Located within a 5-minute walk of Mercado de La Boqueria, the excellent Royal Ramblas Barcelona features 102 rooms with views of the city.",Barcelona,Spain,8.6,1759.0
Hotel Rialto,3.0,202 USD,"Offering a privileged location near a subway station, the 3-star Rialto features entertainment activities and various recreational opportunities.",Barcelona,Spain,8.4,836.0
Casa Camper Barcelona,4.0,322 USD,"With fitness classes, massage therapy and billiard at the premises, the unique Casa Camper Barcelona is located a 16-minute stroll from Columbus Monument.",Barcelona,Spain,8.6,515.0
Eurostars Grand Marina Hotel Gl,5.0,221 USD,"Set just a 9-minute walk from Columbus Monument, the wonderful 5-star Eurostars Grand Marina Hotel Gl Barcelona features fitness classes and massage therapy.",Barcelona,Spain,8.6,1537.0
"Radisson Blu 1882 Hotel, Barcelona Sagrada Familia",4.0,366 USD,"Nearly a 25-minute stroll from Passeig de Gracia, the 4-star Radisson Blu 1882 Hotel, Barcelona Sagrada Familia offers fitness classes and entertainment activities plus a swimming pool.",Barcelona,Spain,8.4,446.0
Catalonia Catedral,4.0,142 USD,"Comprising 71 rooms, the perfect 4-star Catalonia Catedral is set near the beach district of Barcelona, around a 25-minute walk from Basilica of the Sagrada Familia.",Barcelona,Spain,8.6,1863.0
Catalonia Magdalenes,4.0,148 USD,"Featuring 61 comfortable rooms and a swimming pool, the 4-star Catalonia Magdalenes Barcelona is located 9 minutes by foot from Mercado de La Boqueria.",Barcelona,Spain,8.4,275.0
Occidental Barcelona 1929,3.0,250 USD,"The comfortable 3-star Occidental Barcelona 1929 Barcelona features rooms with views of the city, while a comfortable location provides access to Casa Batllo, which is 5 minutes' drive away.",Barcelona,Spain,8.2,269.0
Hotel Regina Barcelona,4.0,223 USD,"Offering fitness classes and various recreational opportunities, the 4-star luxury Regina Barcelona is merely a 10-minute stroll from Universitat subway station and provides easy access to Ciutadella Park.",Barcelona,Spain,8.6,1202.0
Hotel Nouvel,3.0,305 USD,"Placed 800 feet from Placa de Catalunya and in the center of Barcelona, the 3-star Nouvel offers 95 rooms.",Barcelona,Spain,8.4,485.0
H10 Universitat,4.0,102 USD,"Located less than a 5-minute stroll from Placa de Catalunya and within 0.6 miles of Casa Mila, the charming 4-star H10 Universitat Barcelona offers 94 comfortable rooms.",Barcelona,Spain,8.4,851.0
Sixtytwo Hotel,4.0,126 USD,"Sitting 1.7 miles from Parc Guell, the comfortable Sixtytwo Barcelona is located in the Eixample district.",Barcelona,Spain,8.6,812.0
Silken Sant Gervasi,3.0,48 USD,"The modern Silken Sant Gervasi Barcelona is situated near the entertainment district of Barcelona, 600 feet from Edificio Alhambra and offers spa therapy and various recreational opportunities.",Barcelona,Spain,8.4,499.0
Olivia Plaza Hotel,4.0,220 USD,"Located in the center of Barcelona, a 7-minute stroll from Mercado de La Boqueria and within walking distance of Placa de Catalunya, the smoke free Olivia Plaza offers spa therapy and various recreational opportunities.",Barcelona,Spain,8.6,1154.0
H10 Urquinaona Plaza,4.0,163 USD,"Offering a central location approximately 0.3 miles from La Taverna de Barcelona, the welcoming H10 Urquinaona Plaza features a swimming pool and an American restaurant.",Barcelona,Spain,8.4,400.0
Gran Hotel Havana 4Sup By Escampa Hotels,4.0,90 USD,"Set around 10 minutes' drive from Camp Nou, the deluxe Gran Hotel Havana 4Sup By Escampa Hotels Barcelona includes 145 rooms, along with a solarium, sauna facilities and an outdoor swimming pool.",Barcelona,Spain,8.4,891.0
Expo Hotel Barcelona,4.0,178 USD,"While staying at the Expo Hotel you are invited to discover CaixaForum Barcelona, set 0.8 miles away, or Tourism Information Office at Barcelona Sants Train, which is a 5-minute walk away.",Barcelona,Spain,8.6,2329.0
"Alexandra Barcelona Hotel, Curio Collection By Hilton",4.0,55 USD,"The broiler restaurant with Mediterranean dishes and the 4-star modern Alexandra Barcelona Hotel, Curio Collection By Hilton's great location make it one of the best accommodation options in the Eixample district.",Barcelona,Spain,8.4,330.0
Four Points By Sheraton Barcelona Diagonal,4.0,73 USD,"The 3-star Four Points By Sheraton Barcelona Diagonal is situated in an exclusive area, 25 minutes' drive from Barcelona-El Prat airport.",Barcelona,Spain,8.6,733.0
Ohla Eixample,5.0,236 USD,"Set approximately a 25-minute stroll from Mercado de La Boqueria, the Ohla Eixample boasts fitness classes, massage therapy and entertainment activities available on site.",Barcelona,Spain,8.4,256.0
H10 Art Gallery 4* Sup,4.0,105 USD,The 4-star luxurious H10 Art Gallery 4* Sup Barcelona features 91 rooms within a 6-minute walk of Iglesia Sant Ramon De Penyafort and about 10 minutes' walk from Diagonal.,Barcelona,Spain,8.4,417.0
H10 Raco Del Pi,3.0,93 USD,Columbus Monument and Casa Batllo are located 0.6 miles and 1 miles from the 3-star H10 Raco Del Pi respectively.,Barcelona,Spain,8.6,626.0
"Sir Victor Hotel, Part Of Sircle Collection",5.0,451 USD,"Set a mere 8 minutes' walk from Casa Batllo in the Eixample district of Barcelona, the designer Sir Victor Hotel, Part Of Sircle Collection features the outdoor swimming pool.",Barcelona,Spain,8.4,448.0
Andante Hotel,3.0,182 USD,"Featuring a rooftop pool along with 135 comfortable rooms, the 3-star eco-friendly Andante is nestled in a theater district.",Barcelona,Spain,8.6,1780.0
Hcc Montblanc,3.0,82 USD,"Featuring a solarium, a terrace, and loungers, the perfect 3-star HCC Montblanc has a superb setting just a 6-minute stroll from Cathedral of Barcelona.",Barcelona,Spain,8.6,879.0
H10 Casa Mimosa 4* Sup,4.0,130 USD,The 4-star luxury H10 Casa Mimosa 4* Sup Barcelona is ideally located in the Eixample district and has 48 rooms with views of the city.,Barcelona,Spain,8.4,279.0
H10 Port Vell 4* Sup,4.0,310 USD,"Situated within 0.3 miles of Basilica de Santa Maria del Mar, the superior 4-star H10 Port Vell 4* Sup features 58 rooms with private bathrooms.",Barcelona,Spain,8.4,427.0
Allegro Barcelona,3.0,223 USD,The perfect Allegro is set in the very heart of Barcelona and around 10 minutes' stroll from Diagonal subway station.,Barcelona,Spain,8.6,1394.0
Olivia Balmes Hotel,4.0,345 USD,"Situated in the heart of Barcelona and approximately 1.3 miles from Placa d'Espanya, the superior 4-star Olivia Balmes offers 128 rooms.",Barcelona,Spain,8.2,341.0
Boutique Hotel H10 Catalunya Plaza,3.0,332 USD,The 3-star Boutique Hotel H10 Catalunya Plaza is nestled in the heart of Barcelona and a 10-minute drive from the Unesco-listed Parc Guell.,Barcelona,Spain,8.4,590.0
Oriente Atiram,3.0,182 USD,"Comprising 142 rooms in the middle of Barcelona, the 3-star Oriente Atiram lies about a 10-minute drive from Basilica of the Sagrada Familia.",Barcelona,Spain,8.2,749.0
Nh Collection Barcelona Podium,4.0,672 USD,"Offering a lounge bar onsite, along with a solarium, sauna facilities and an outdoor swimming pool, the comfortable 4-star Nh Collection Barcelona Podium Barcelona boasts a location in the shopping Eixample district.",Barcelona,Spain,8.4,753.0
